UNDEFINED0,UNDEFINED0,0
Micronesia,Mobile,6919703
Micronesia,Mobile,6919704
Micronesia,Mobile,6919705
Micronesia,Mobile,6919706
Micronesia,Mobile,6919707
Micronesia,Mobile,6919708
Micronesia,Mobile,6919709
Micronesia,Mobile,691971
Micronesia,Mobile,691972
Micronesia,Mobile,691973
Micronesia,Mobile,691974
Micronesia,Mobile,691975
Micronesia,Mobile,691976
Micronesia,Mobile,691977
Micronesia,Mobile,691978
Micronesia,Mobile,691979
Moldova,Proper,373
Moldova,Chisinau,37322
Moldova,Transnistria Proper,373210
Moldova,Transnistria Proper,373215
Moldova,Transnistria Proper,373216
Moldova,Transnistria Proper,373219
Moldova,Transnistria Proper,373533
Moldova,Transnistria Proper,373552
Moldova,Transnistria Proper,373555
Moldova,Transnistria Proper,373557
Moldova,Transnistria Proper,373562
Moldova,Mobile - Eventis,373650
Moldova,Mobile - Moldcell,373630
Moldova,Mobile - Moldcell,373631
Moldova,Mobile - Moldcell,37378
Moldova,Mobile - Moldcell,37379
Moldova,Mobile - Orange,37360
Moldova,Mobile - Orange,37368
Moldova,Mobile - Orange,37369
Moldova,Mobile - Other Carriers,373671
Moldova,Mobile - Other Carriers,373672
Moldova,Mobile - Other Carriers,373673
Moldova,Mobile - Other Carriers,373674
Moldova,Transnistria - Mobile,37377
Monaco,Proper,377
Monaco,KFOR Mobile,37744
Monaco,KFOR Mobile,37745
Monaco,Mobile,37740
Monaco,Mobile,37741
Monaco,Mobile,37742
Monaco,Mobile,37743
Monaco,Mobile,37746
Monaco,Mobile,37748
Monaco,Mobile,37749
Monaco,Mobile,3776
Mongolia,Proper,976
Mongolia,Ulaanbaatar,97611
Mongolia,Mobile,97650
Mongolia,Mobile,97655
Mongolia,Mobile,97688
Mongolia,Mobile,97689
Mongolia,Mobile,97691
Mongolia,Mobile,97692
Mongolia,Mobile,97695
Mongolia,Mobile,97696
Mongolia,Mobile,97699
Montenegro,Proper,382
Montenegro,Mobile - MTEL,38268
Montenegro,Mobile - PROMONTE,38263
Montenegro,Mobile - PROMONTE,38269
Montenegro,Mobile - Tmobile,38267
Montserrat,Proper,1664
Montserrat,Mobile,1664349
Montserrat,Mobile,1664492
Montserrat,Mobile,1664493
Montserrat,Mobile,1664495
Montserrat,Mobile,1664496
Montserrat,Premium,1664410
Montserrat,Premium,1664411
Montserrat,Premium,1664412
Montserrat,Premium,1664413
Montserrat,Premium,1664414
Montserrat,Premium,1664415
Montserrat,Premium,1664664
Morocco,Proper,212
Morocco,Casablanca,212520
Morocco,Casablanca,212521
Morocco,Casablanca,212522
Morocco,Fes,212532
Morocco,Fes,212535
Morocco,Oujda,212536
Morocco,Rabat,212530
Morocco,Rabat,212531
Morocco,Rabat,212537
Morocco,Mobile - IM,212610
Morocco,Mobile - IM,212611
Morocco,Mobile - IM,212613
Morocco,Mobile - IM,212615
Morocco,Mobile - IM,212616
Morocco,Mobile - IM,212618
Morocco,Mobile - IM,212622
Morocco,Mobile - IM,212623
Morocco,Mobile - IM,212624
Morocco,Mobile - IM,212628
Morocco,Mobile - IM,212641
Morocco,Mobile - IM,212642
Morocco,Mobile - IM,212648
Morocco,Mobile - IM,212650
Morocco,Mobile - IM,212651
Morocco,Mobile - IM,212652
Morocco,Mobile - IM,212653
Morocco,Mobile - IM,212654
Morocco,Mobile - IM,212655
Morocco,Mobile - IM,212658
Morocco,Mobile - IM,212659
Morocco,Mobile - IM,212661
Morocco,Mobile - IM,212662
Morocco,Mobile - IM,212666
Morocco,Mobile - IM,212667
Morocco,Mobile - IM,212668
Morocco,Mobile - IM,212670
Morocco,Mobile - IM,212671
Morocco,Mobile - IM,212672
Morocco,Mobile - IM,212673
Morocco,Mobile - IM,212676
Morocco,Mobile - IM,212677
Morocco,Mobile - IM,212678
Morocco,Mobile - Meditel,212612
Morocco,Mobile - Meditel,212614
Morocco,Mobile - Meditel,212617
Morocco,Mobile - Meditel,212619
Morocco,Mobile - Meditel,212620
Morocco,Mobile - Meditel,212621
Morocco,Mobile - Meditel,212644
Morocco,Mobile - Meditel,212645
Morocco,Mobile - Meditel,212649
Morocco,Mobile - Meditel,212656
Morocco,Mobile - Meditel,212657
Morocco,Mobile - Meditel,212660
Morocco,Mobile - Meditel,212663
Morocco,Mobile - Meditel,212664
Morocco,Mobile - Meditel,212665
Morocco,Mobile - Meditel,212669
Morocco,Mobile - Meditel,212674
Morocco,Mobile - Meditel,212675
Morocco,Mobile - Meditel,212679
Morocco,Mobile - Wana,212600
Morocco,Mobile - Wana,212601
Morocco,Mobile - Wana,212602
Morocco,Mobile - Wana,212603
Morocco,Mobile - Wana,212606
Morocco,Mobile - Wana,212626
Morocco,Mobile - Wana,212627
Morocco,Mobile - Wana,212629
Morocco,Mobile - Wana,212630
Morocco,Mobile - Wana,212633
Morocco,Mobile - Wana,212634
Morocco,Mobile - Wana,212635
Morocco,Mobile - Wana,212638
Morocco,Mobile - Wana,212640
Morocco,Mobile - Wana,212646
Morocco,Mobile - Wana,212647
Morocco,Mobile - Wana,212680
Morocco,Mobile - Wana,212699
Morocco,Mobile - Wana RM,212526
Morocco,Mobile - Wana RM,212527
Morocco,Mobile - Wana RM,212533
Morocco,Mobile - Wana RM,212534
Morocco,Mobile - Wana RM,212540
Morocco,Mobile - Wana RM,212546
Morocco,Mobile - Wana RM,212547
Morocco,Mobile - Wana RM,212550
Morocco,Mobile - Wana RM,212553
Mozambique,Proper,258
Mozambique,Mobile - Mcel,25882
Mozambique,Mobile - Movitel,25886
Mozambique,Mobile - Vodacom,25884
Myanmar,Proper,95
Myanmar,Mobile,959
Namibia,Proper,264
Namibia,Mobile,26481
Namibia,Mobile,26482
Namibia,Mobile,26485
Nauru,Proper,674
Nauru,Mobile,67455
Nauru,Mobile,6748
Nepal,Proper,977
Nepal,Kathmandu,97712
Nepal,Kathmandu,97714
Nepal,Kathmandu,97715
Nepal,Kathmandu,97716
Nepal,Mobile - NTC,977981
Nepal,Mobile - NTC,977982
Nepal,Mobile - NTC,977983
Nepal,Mobile - NTC,977984
Nepal,Mobile - NTC,977985
Nepal,Mobile - NTC,977986
Nepal,Mobile - NTC,977987
Nepal,Mobile - NTC,977988
Nepal,Mobile - NTC,977989
Nepal,Mobile - Ncell,977980
Netherlands,Proper,31
Netherlands,Amsterdam,3120
Netherlands,Rotterdam,3110
Netherlands,The Hague,3170
Netherlands,Mobile - KPN,31610
Netherlands,Mobile - KPN,31612
Netherlands,Mobile - KPN,31613
Netherlands,Mobile - KPN,31620
Netherlands,Mobile - KPN,31622
Netherlands,Mobile - KPN,31623
Netherlands,Mobile - KPN,31630
Netherlands,Mobile - KPN,31651
Netherlands,Mobile - KPN,31653
Netherlands,Mobile - KPN,31657
Netherlands,Mobile - KPN,31665
Netherlands,Mobile - KPN,31682
Netherlands,Mobile - KPN,31683
Netherlands,Mobile - Orange,31618
Netherlands,Mobile - Orange,31628
Netherlands,Mobile - Orange,31638
Netherlands,Mobile - Orange,31639
Netherlands,Mobile - Orange,31648
Netherlands,Mobile - Other Carriers,31632
Netherlands,Mobile - Other Carriers,31656
Netherlands,Mobile - Other Carriers,31658
Netherlands,Mobile - Other Carriers,31659
Netherlands,Mobile - Other Carriers,31684
Netherlands,Mobile - Other Carriers,31685
Netherlands,Mobile - Other Carriers,31686
Netherlands,Mobile - Other Carriers,316888
Netherlands,Mobile - Tele2,31636
Netherlands,Mobile - Tele2,31640
Netherlands,Mobile - Telfort,31616
Netherlands,Mobile - Telfort,31617
Netherlands,Mobile - Telfort,31619
Netherlands,Mobile - Telfort,31626
Netherlands,Mobile - Telfort,31633
Netherlands,Mobile - Telfort,31644
Netherlands,Mobile - Telfort,31645
Netherlands,Mobile - Telfort,31647
Netherlands,Mobile - Telfort,31649
Netherlands,Mobile - Tmobile,31614
Netherlands,Mobile - Tmobile,31624
Netherlands,Mobile - Tmobile,31634
Netherlands,Mobile - Tmobile,31641
Netherlands,Mobile - Tmobile,31642
Netherlands,Mobile - Tmobile,31643
Netherlands,Mobile - Tmobile,31681
Netherlands,Mobile - Vodafone,31611
Netherlands,Mobile - Vodafone,31615
Netherlands,Mobile - Vodafone,31621
Netherlands,Mobile - Vodafone,31625
Netherlands,Mobile - Vodafone,31627
Netherlands,Mobile - Vodafone,31629
Netherlands,Mobile - Vodafone,31631
Netherlands,Mobile - Vodafone,31637
Netherlands,Mobile - Vodafone,31646
Netherlands,Mobile - Vodafone,31650
Netherlands,Mobile - Vodafone,31652
Netherlands,Mobile - Vodafone,31654
Netherlands,Mobile - Vodafone,31655
Netherlands,Mobile - Vodafone,31680
Netherlands Antilles,Proper,599
Netherlands Antilles,Bonaire,5997
Netherlands Antilles,Curacao,5999
Netherlands Antilles,Saint Maarten,5995
Netherlands Antilles,Mobile - MIO,59979
Netherlands Antilles,Mobile - MIO,5999630
Netherlands Antilles,Mobile - MIO,5999631
Netherlands Antilles,Mobile - Other Carriers,5993181
Netherlands Antilles,Mobile - Other Carriers,5993184
Netherlands Antilles,Mobile - Other Carriers,5993185
Netherlands Antilles,Mobile - Other Carriers,5993186
Netherlands Antilles,Mobile - Other Carriers,5993187
Netherlands Antilles,Mobile - Other Carriers,5994161
Netherlands Antilles,Mobile - Other Carriers,5994164
Netherlands Antilles,Mobile - Other Carriers,5994165
Netherlands Antilles,Mobile - Other Carriers,5994166
Netherlands Antilles,Mobile - Other Carriers,5994167
Netherlands Antilles,Mobile - Other Carriers,5994168
Netherlands Antilles,Mobile - Other Carriers,599510
Netherlands Antilles,Mobile - Other Carriers,599511
Netherlands Antilles,Mobile - Other Carriers,599520
Netherlands Antilles,Mobile - Other Carriers,599521
Netherlands Antilles,Mobile - Other Carriers,599522
Netherlands Antilles,Mobile - Other Carriers,599523
Netherlands Antilles,Mobile - Other Carriers,599524
Netherlands Antilles,Mobile - Other Carriers,599526
Netherlands Antilles,Mobile - Other Carriers,599527
Netherlands Antilles,Mobile - Other Carriers,59955
Netherlands Antilles,Mobile - Other Carriers,599580
Netherlands Antilles,Mobile - Other Carriers,599581
Netherlands Antilles,Mobile - Other Carriers,599586
Netherlands Antilles,Mobile - Other Carriers,599587
Netherlands Antilles,Mobile - Other Carriers,599588
Netherlands Antilles,Mobile - Other Carriers,59970
Netherlands Antilles,Mobile - Other Carriers,59978
Netherlands Antilles,Mobile - Other Carriers,599951
Netherlands Antilles,Mobile - Other Carriers,599952
Netherlands Antilles,Mobile - Other Carriers,5999530
Netherlands Antilles,Mobile - Other Carriers,5999531
Netherlands Antilles,Mobile - Other Carriers,599954
Netherlands Antilles,Mobile - Other Carriers,599956
Netherlands Antilles,Mobile - Other Carriers,599957
Netherlands Antilles,Mobile - Other Carriers,599961
Netherlands Antilles,Mobile - Other Carriers,599966
Netherlands Antilles,Mobile - Other Carriers,599967
Netherlands Antilles,Mobile - Other Carriers,599969
New Caledonia,Proper,687
New Caledonia,Mobile,68773
New Caledonia,Mobile,68774
New Caledonia,Mobile,68775
New Caledonia,Mobile,68776
New Caledonia,Mobile,68777
New Caledonia,Mobile,68778
New Caledonia,Mobile,68779
New Caledonia,Mobile,68780
New Caledonia,Mobile,68781
New Caledonia,Mobile,68782
New Caledonia,Mobile,68783
New Caledonia,Mobile,68784
New Caledonia,Mobile,68785
New Caledonia,Mobile,68786
New Caledonia,Mobile,68787
New Caledonia,Mobile,68789
New Caledonia,Mobile,6879
New Zealand,Proper,64
New Zealand,Auckland,649
New Zealand,Wellington,644
New Zealand,Mobile - NZ Communications,6422
New Zealand,Mobile - Other Carriers,642
New Zealand,Mobile - Telecom NZ,6424
New Zealand,Mobile - Telecom NZ,6426
New Zealand,Mobile - Telecom NZ,6427
New Zealand,Mobile - Vodafone NZ,64205
New Zealand,Mobile - Vodafone NZ,6421
New Zealand,Mobile - Vodafone NZ,6423
New Zealand,Mobile - Vodafone NZ,642886
New Zealand,Mobile - Vodafone NZ,6429
Nicaragua,Proper,505
Nicaragua,Mobile - Claro,505833
Nicaragua,Mobile - Claro,505835
Nicaragua,Mobile - Claro,505836
Nicaragua,Mobile - Claro,505840
Nicaragua,Mobile - Claro,505841
Nicaragua,Mobile - Claro,505842
Nicaragua,Mobile - Claro,505843
Nicaragua,Mobile - Claro,505844
Nicaragua,Mobile - Claro,505849
Nicaragua,Mobile - Claro,505850
Nicaragua,Mobile - Claro,505860
Nicaragua,Mobile - Claro,505861
Nicaragua,Mobile - Claro,505862
Nicaragua,Mobile - Claro,505863
Nicaragua,Mobile - Claro,505864
Nicaragua,Mobile - Claro,505865
Nicaragua,Mobile - Claro,505866
Nicaragua,Mobile - Claro,505869
Nicaragua,Mobile - Claro,505870
Nicaragua,Mobile - Claro,505871
Nicaragua,Mobile - Claro,505872
Nicaragua,Mobile - Claro,505873
Nicaragua,Mobile - Claro,505874
Nicaragua,Mobile - Claro,505882
Nicaragua,Mobile - Claro,505883
Nicaragua,Mobile - Claro,505884
Nicaragua,Mobile - Claro,505885
Nicaragua,Mobile - Claro,505890
Nicaragua,Mobile - Claro,505891
Nicaragua,Mobile - Claro,505892
Nicaragua,Mobile - Claro,505893
Nicaragua,Mobile - Claro,505894
Nicaragua,Mobile - Movistar,505832
Nicaragua,Mobile - Movistar,505837
Nicaragua,Mobile - Movistar,505838
Nicaragua,Mobile - Movistar,505839
Nicaragua,Mobile - Movistar,505845
Nicaragua,Mobile - Movistar,505846
Nicaragua,Mobile - Movistar,505847
Nicaragua,Mobile - Movistar,505848
Nicaragua,Mobile - Movistar,505855
Nicaragua,Mobile - Movistar,505867
Nicaragua,Mobile - Movistar,505868
Nicaragua,Mobile - Movistar,505875
Nicaragua,Mobile - Movistar,505876
Nicaragua,Mobile - Movistar,505877
Nicaragua,Mobile - Movistar,505878
Nicaragua,Mobile - Movistar,505879
Nicaragua,Mobile - Movistar,5058802
Nicaragua,Mobile - Movistar,5058803
Nicaragua,Mobile - Movistar,5058804
Nicaragua,Mobile - Movistar,5058805
Nicaragua,Mobile - Movistar,5058806
Nicaragua,Mobile - Movistar,5058807
Nicaragua,Mobile - Movistar,5058808
Nicaragua,Mobile - Movistar,5058809
Nicaragua,Mobile - Movistar,505881
Nicaragua,Mobile - Movistar,505886
Nicaragua,Mobile - Movistar,505887
Nicaragua,Mobile - Movistar,505888
Nicaragua,Mobile - Movistar,5058893
Nicaragua,Mobile - Movistar,5058894
Nicaragua,Mobile - Movistar,5058895
Nicaragua,Mobile - Movistar,5058896
Nicaragua,Mobile - Movistar,5058897
Nicaragua,Mobile - Movistar,5058898
Nicaragua,Mobile - Movistar,5058899
Nicaragua,Mobile - Movistar,505895
Nicaragua,Mobile - Movistar,505896
Nicaragua,Mobile - Movistar,505897
Nicaragua,Mobile - Movistar,505898
Nicaragua,Mobile - Movistar,505899
Niger,Proper,227
Niger,Premium Services,227201
Niger,Premium Services,2272039
Niger,Mobile - Airtel,22796
Niger,Mobile - Airtel,22797
Niger,Mobile - Airtel,22798
Niger,Mobile - Airtel,22799
Niger,Mobile - Orange,22723
Niger,Mobile - Orange,22790
Niger,Mobile - Orange,22791
Niger,Mobile - Sahelcom,22793
Niger,Mobile - Telecel,22794
Nigeria,Proper,234
Nigeria,Lagos,2341
Nigeria,Mobile - Airtel,234708
Nigeria,Mobile - Airtel,234802
Nigeria,Mobile - Airtel,234808
Nigeria,Mobile - Airtel,234812
Nigeria,Mobile - CDMA,234700
Nigeria,Mobile - CDMA,2347023
Nigeria,Mobile - CDMA,2347024
Nigeria,Mobile - CDMA,234707
Nigeria,Mobile - CDMA,234800
Nigeria,Mobile - Etisalat,234809
Nigeria,Mobile - Etisalat,234817
Nigeria,Mobile - Etisalat,234818
Nigeria,Mobile - Globacom,234705
Nigeria,Mobile - Globacom,234805
Nigeria,Mobile - Globacom,234807
Nigeria,Mobile - Globacom,234815
Nigeria,Mobile - MTN,234703
Nigeria,Mobile - MTN,234706
Nigeria,Mobile - MTN,234803
Nigeria,Mobile - MTN,234806
Nigeria,Mobile - MTN,234810
Nigeria,Mobile - MTN,234813
Nigeria,Mobile - MTN,234816
Nigeria,Mobile - Mtel,234804
Nigeria,Mobile - Multilinks,2347027
Nigeria,Mobile - Multilinks,234709
Nigeria,Mobile - Nitel,2347021
Nigeria,Mobile - Nitel,2347022
Nigeria,Mobile - Nitel,23490
Nigeria,Mobile - Starcomms,2347028
Nigeria,Mobile - Starcomms,2347029
Nigeria,Mobile - Starcomms,2348190
Nigeria,Mobile - Starcomms,2348191
Nigeria,Mobile - Visafone,2347025
Nigeria,Mobile - Visafone,2347026
Nigeria,Mobile - Visafone,234704
Nigeria,Mobile - WiMax,2341578
Niue,Proper,683
Niue,Premium,6832
Niue,Premium,6835
Niue,Premium,6836
Niue,Premium,6837
Niue,Premium,6838
Niue,Premium,6839
Norfolk Island,Proper,6723
Norfolk Island,Premium Services,672372
Norfolk Island,Mobile,67238
North Korea,Proper,850
North Yemen,Proper,969
Norway,Proper,47
Norway,Oslo,4721
Norway,Oslo,4722
Norway,Oslo,4723
Norway,Oslo,4724
Norway,Mobile - Netcom,474000
Norway,Mobile - Netcom,474001
Norway,Mobile - Netcom,474010
Norway,Mobile - Netcom,474011
Norway,Mobile - Netcom,474014
Norway,Mobile - Netcom,47402
Norway,Mobile - Netcom,47403
Norway,Mobile - Netcom,47404
Norway,Mobile - Netcom,474050
Norway,Mobile - Netcom,474051
Norway,Mobile - Netcom,474052
Norway,Mobile - Netcom,474053
Norway,Mobile - Netcom,474054
Norway,Mobile - Netcom,474055
Norway,Mobile - Netcom,474060
Norway,Mobile - Netcom,474061
Norway,Mobile - Netcom,474062
Norway,Mobile - Netcom,474063
Norway,Mobile - Netcom,474064
Norway,Mobile - Netcom,474065
Norway,Mobile - Netcom,474066
Norway,Mobile - Netcom,474067
Norway,Mobile - Netcom,474068
Norway,Mobile - Netcom,474077
Norway,Mobile - Netcom,4740825
Norway,Mobile - Netcom,4740826
Norway,Mobile - Netcom,4740827
Norway,Mobile - Netcom,4740828
Norway,Mobile - Netcom,4740829
Norway,Mobile - Netcom,474083
Norway,Mobile - Netcom,474094
Norway,Mobile - Netcom,474095
Norway,Mobile - Netcom,474096
Norway,Mobile - Netcom,474097
Norway,Mobile - Netcom,474098
Norway,Mobile - Netcom,474099
Norway,Mobile - Netcom,474100
Norway,Mobile - Netcom,474101
Norway,Mobile - Netcom,474106
Norway,Mobile - Netcom,474107
Norway,Mobile - Netcom,474117
Norway,Mobile - Netcom,474118
Norway,Mobile - Netcom,47450
Norway,Mobile - Netcom,47451
Norway,Mobile - Netcom,47452
Norway,Mobile - Netcom,474539
Norway,Mobile - Netcom,47454
Norway,Mobile - Netcom,474550
Norway,Mobile - Netcom,474551
Norway,Mobile - Netcom,474559
Norway,Mobile - Netcom,474566
Norway,Mobile - Netcom,474567
Norway,Mobile - Netcom,474568
Norway,Mobile - Netcom,474569
Norway,Mobile - Netcom,474576
Norway,Mobile - Netcom,474577
Norway,Mobile - Netcom,474578
Norway,Mobile - Netcom,474579
Norway,Mobile - Netcom,474583
Norway,Mobile - Netcom,474584
Norway,Mobile - Netcom,474586
Norway,Mobile - Netcom,474591
Norway,Mobile - Netcom,474593
Norway,Mobile - Netcom,474594
Norway,Mobile - Netcom,474595
Norway,Mobile - Netcom,474598
Norway,Mobile - Netcom,474599
Norway,Mobile - Netcom,47464
Norway,Mobile - Netcom,474650
Norway,Mobile - Netcom,474654
Norway,Mobile - Netcom,474660
Norway,Mobile - Netcom,474661
Norway,Mobile - Netcom,474662
Norway,Mobile - Netcom,474663
Norway,Mobile - Netcom,474664
Norway,Mobile - Netcom,474665
Norway,Mobile - Netcom,474668
Norway,Mobile - Netcom,474669
Norway,Mobile - Netcom,474670
Norway,Mobile - Netcom,474673
Norway,Mobile - Netcom,474674
Norway,Mobile - Netcom,474675
Norway,Mobile - Netcom,474676
Norway,Mobile - Netcom,474677
Norway,Mobile - Netcom,474714
Norway,Mobile - Netcom,474715
Norway,Mobile - Netcom,474716
Norway,Mobile - Netcom,474717
Norway,Mobile - Netcom,474744
Norway,Mobile - Netcom,474833
Norway,Mobile - Netcom,474834
Norway,Mobile - Netcom,474836
Norway,Mobile - Netcom,474837
Norway,Mobile - Netcom,474840
Norway,Mobile - Netcom,474841
Norway,Mobile - Netcom,474848
Norway,Mobile - Netcom,474849
Norway,Mobile - Netcom,474850
Norway,Mobile - Netcom,474851
Norway,Mobile - Netcom,474852
Norway,Mobile - Netcom,474859
Norway,Mobile - Netcom,474893
Norway,Mobile - Netcom,47599
Norway,Mobile - Netcom,47920
Norway,Mobile - Netcom,479210
Norway,Mobile - Netcom,479217
Norway,Mobile - Netcom,47922
Norway,Mobile - Netcom,479237
Norway,Mobile - Netcom,47924
Norway,Mobile - Netcom,479257
Norway,Mobile - Netcom,47926
Norway,Mobile - Netcom,479277
Norway,Mobile - Netcom,47928
Norway,Mobile - Netcom,479297
Norway,Mobile - Netcom,47930
Norway,Mobile - Netcom,479317
Norway,Mobile - Netcom,47932
Norway,Mobile - Netcom,479337
Norway,Mobile - Netcom,47934
Norway,Mobile - Netcom,479357
Norway,Mobile - Netcom,47936
Norway,Mobile - Netcom,479377
Norway,Mobile - Netcom,47938
Norway,Mobile - Netcom,479391
Norway,Mobile - Netcom,479410
Norway,Mobile - Netcom,479411
Norway,Mobile - Netcom,479412
Norway,Mobile - Netcom,47942
Norway,Mobile - Netcom,479442
Norway,Mobile - Netcom,479443
Norway,Mobile - Netcom,479447
Norway,Mobile - Netcom,479448
Norway,Mobile - Netcom,479449
Norway,Mobile - Netcom,479664
Norway,Mobile - Netcom,479692
Norway,Mobile - Netcom,47980
Norway,Mobile - Netcom,479815
Norway,Mobile - Netcom,47982
Norway,Mobile - Netcom,479837
Norway,Mobile - Netcom,47984
Norway,Mobile - Netcom,479854
Norway,Mobile - Netcom,47986
Norway,Mobile - Netcom,479876
Norway,Mobile - Netcom,47988
Norway,Mobile - Netcom,479899
Norway,Mobile - Other Carriers,474002
Norway,Mobile - Other Carriers,474003
Norway,Mobile - Other Carriers,474012
Norway,Mobile - Other Carriers,474013
Norway,Mobile - Other Carriers,474056
Norway,Mobile - Other Carriers,474057
Norway,Mobile - Other Carriers,474058
Norway,Mobile - Other Carriers,474059
Norway,Mobile - Other Carriers,474069
Norway,Mobile - Other Carriers,474070
Norway,Mobile - Other Carriers,474071
Norway,Mobile - Other Carriers,474072
Norway,Mobile - Other Carriers,474073
Norway,Mobile - Other Carriers,474074
Norway,Mobile - Other Carriers,474075
Norway,Mobile - Other Carriers,474076
Norway,Mobile - Other Carriers,474078
Norway,Mobile - Other Carriers,474079
Norway,Mobile - Other Carriers,474080
Norway,Mobile - Other Carriers,474081
Norway,Mobile - Other Carriers,4740820
Norway,Mobile - Other Carriers,4740821
Norway,Mobile - Other Carriers,4740822
Norway,Mobile - Other Carriers,4740823
Norway,Mobile - Other Carriers,4740824
Norway,Mobile - Other Carriers,474090
Norway,Mobile - Other Carriers,474091
Norway,Mobile - Other Carriers,474092
Norway,Mobile - Other Carriers,474093
Norway,Mobile - Other Carriers,474102
Norway,Mobile - Other Carriers,474103
Norway,Mobile - Other Carriers,474104
Norway,Mobile - Other Carriers,474105
Norway,Mobile - Other Carriers,474108
Norway,Mobile - Other Carriers,474109
Norway,Mobile - Other Carriers,474110
Norway,Mobile - Other Carriers,474111
Norway,Mobile - Other Carriers,474112
Norway,Mobile - Other Carriers,474113
Norway,Mobile - Other Carriers,474114
Norway,Mobile - Other Carriers,474115
Norway,Mobile - Other Carriers,474116
Norway,Mobile - Other Carriers,474119
Norway,Mobile - Other Carriers,474180
Norway,Mobile - Other Carriers,474181
Norway,Mobile - Other Carriers,474182
Norway,Mobile - Other Carriers,474183
Norway,Mobile - Other Carriers,47419
Norway,Mobile - Other Carriers,4742
Norway,Mobile - Other Carriers,4743
Norway,Mobile - Other Carriers,4744
Norway,Mobile - Other Carriers,474530
Norway,Mobile - Other Carriers,474531
Norway,Mobile - Other Carriers,474532
Norway,Mobile - Other Carriers,474533
Norway,Mobile - Other Carriers,474534
Norway,Mobile - Other Carriers,474535
Norway,Mobile - Other Carriers,474536
Norway,Mobile - Other Carriers,474537
Norway,Mobile - Other Carriers,474538
Norway,Mobile - Other Carriers,474552
Norway,Mobile - Other Carriers,474553
Norway,Mobile - Other Carriers,474554
Norway,Mobile - Other Carriers,474555
Norway,Mobile - Other Carriers,474556
Norway,Mobile - Other Carriers,474557
Norway,Mobile - Other Carriers,474558
Norway,Mobile - Other Carriers,474560
Norway,Mobile - Other Carriers,474561
Norway,Mobile - Other Carriers,474562
Norway,Mobile - Other Carriers,474563
Norway,Mobile - Other Carriers,474564
Norway,Mobile - Other Carriers,474565
Norway,Mobile - Other Carriers,474570
Norway,Mobile - Other Carriers,474571
Norway,Mobile - Other Carriers,474572
Norway,Mobile - Other Carriers,474573
Norway,Mobile - Other Carriers,474574
Norway,Mobile - Other Carriers,474575
Norway,Mobile - Other Carriers,474590
Norway,Mobile - Other Carriers,474592
Norway,Mobile - Other Carriers,474596
Norway,Mobile - Other Carriers,47460
Norway,Mobile - Other Carriers,47461
Norway,Mobile - Other Carriers,47462
Norway,Mobile - Other Carriers,47463
Norway,Mobile - Other Carriers,474651
Norway,Mobile - Other Carriers,474652
Norway,Mobile - Other Carriers,474653
Norway,Mobile - Other Carriers,474655
Norway,Mobile - Other Carriers,474656
Norway,Mobile - Other Carriers,474657
Norway,Mobile - Other Carriers,474658
Norway,Mobile - Other Carriers,474659
Norway,Mobile - Other Carriers,474671
Norway,Mobile - Other Carriers,474672
Norway,Mobile - Other Carriers,474678
Norway,Mobile - Other Carriers,474679
Norway,Mobile - Other Carriers,474697
Norway,Mobile - Other Carriers,474698
Norway,Mobile - Other Carriers,474699
Norway,Mobile - Other Carriers,47470
Norway,Mobile - Other Carriers,474710
Norway,Mobile - Other Carriers,474711
Norway,Mobile - Other Carriers,474712
Norway,Mobile - Other Carriers,474713
Norway,Mobile - Other Carriers,474718
Norway,Mobile - Other Carriers,474719
Norway,Mobile - Other Carriers,474740
Norway,Mobile - Other Carriers,474741
Norway,Mobile - Other Carriers,474742
Norway,Mobile - Other Carriers,474743
Norway,Mobile - Other Carriers,474752
Norway,Mobile - Other Carriers,474753
Norway,Mobile - Other Carriers,474754
Norway,Mobile - Other Carriers,474755
Norway,Mobile - Other Carriers,474756
Norway,Mobile - Other Carriers,474757
Norway,Mobile - Other Carriers,474758
Norway,Mobile - Other Carriers,474759
Norway,Mobile - Other Carriers,474772
Norway,Mobile - Other Carriers,474773
Norway,Mobile - Other Carriers,474774
Norway,Mobile - Other Carriers,474779
Norway,Mobile - Other Carriers,474791
Norway,Mobile - Other Carriers,474792
Norway,Mobile - Other Carriers,474793
Norway,Mobile - Other Carriers,474794
Norway,Mobile - Other Carriers,474795
Norway,Mobile - Other Carriers,474796
Norway,Mobile - Other Carriers,474831
Norway,Mobile - Other Carriers,474832
Norway,Mobile - Other Carriers,474835
Norway,Mobile - Other Carriers,474838
Norway,Mobile - Other Carriers,474839
Norway,Mobile - Other Carriers,474843
Norway,Mobile - Other Carriers,474844
Norway,Mobile - Other Carriers,474845
Norway,Mobile - Other Carriers,474846
Norway,Mobile - Other Carriers,474847
Norway,Mobile - Other Carriers,474853
Norway,Mobile - Other Carriers,474854
Norway,Mobile - Other Carriers,474855
Norway,Mobile - Other Carriers,474856
Norway,Mobile - Other Carriers,474857
Norway,Mobile - Other Carriers,474858
Norway,Mobile - Other Carriers,47486
Norway,Mobile - Other Carriers,47487
Norway,Mobile - Other Carriers,474880
Norway,Mobile - Other Carriers,474881
Norway,Mobile - Other Carriers,474882
Norway,Mobile - Other Carriers,474883
Norway,Mobile - Other Carriers,474890
Norway,Mobile - Other Carriers,474891
Norway,Mobile - Other Carriers,474892
